0,أقل من شهادة الثانوية العامة
1,شهادة الثانوية العامة
2,درجة الثانوية
3,شهادة ما بعد البكالوريا
4,درجة الماجستير
5,شهادة ما بعد الماجستير
6,الدرجة المهنية الأولى
7,درجة الدكتوراة
8,التدريب بعد الدكتوراة
9,الخدمات الفنية والعلمية والمهنية
10,التمويل والتأمين
11,التصنيع
12,الحكومة
13,الخدمات التعليمية
14,الرعاية الصحية والمساعدة الاجتماعية
15,معلومات
16,الفنون والترفيه والترويح
17,الزراعة والحراجة والصيد وصيد الأسماك
18,تجارة الجملة
19,النقل والتخزين
20,خدمات أخرى (عدا الإدارة العامة)
21,العقارات والتأجير
22,الإنشاءات
23,تجارة التجزئة
24,السكن وخدمات الغذاء
25,الخدمات الإدارية والمساندة
26,إدارة الشركات والمؤسسات
27,التعدين، واستخراج الحجارة، واستخراج النفط والغاز
28,المرافق
29,محاسب
30,مخمِّن
31,مشغِّل آلة الوصل بالإلصاق
32,محكِّم
33,مدير خدمات إدارية
34,مدرس تعليم الكبار
35,مدير إعلانات
36,وكيل مبيعات
37,فني صيانة طائرات
38,مهندس طيران
39,وكيل فنان، وممثل، وفنان
40,فني زراعة وتغذية
41,مهندس زراعي
42,مشغّل آلات زراعية
43,مفتش زراعي
44,مدرس علوم زراعية بعد المرحلة الثانوية
45,مراقب الحركة الجوية
46,مشرف مناولة شحنات الطائرات
47,ميكانيكي طائرات
48,مجمّع أنظمة الطائرات
49,أخصائي عمليات المطارات
50,طيّار/مهندس طيار
51,سائق سيارة إسعاف
52,موظف ملاهي
53,طبيب تخدير
54,موظف رعاية الحيوانات
55,عالم حيوانات
56,مدرب حيوانات
57,عالم آثار/علم الإنسان
58,مدرس علم الآثار/علم الإنسان بعد المرحلة الثانوية
59,مثمِّن عقاري
60,حكم
61,معماري
62,رسام معماري
63,مدير الهندسة المعمارية
64,مدرس فن العمارة بعد المرحلة الثانوية
65,مؤرشِف
66,مدرس دراسات ثقافية بعد المرحلة الثانوية
67,مخرج فني
68,مدير فني
69,عالم فلك
70,رياضي
71,مدرب رياضي
72,عالم طقس
73,مدرس علوم الأرض بعد المرحلة الثانوية
74,فني معدات صوت وصورة
75,أخصائي مجموعات الوسائط المتعددة
76,أخصائي سمع
77,موظف خدمات السيارات والسفن
78,مصلح هياكل سيارات
79,مصلح/مثبت زجاج سيارات
80,ميكانيكي سيارات
81,فني إلكترونيات الطائرات
82,حمال أمتعة
83,حاجب محكمة
84,خباز
85,حلاق
86,ساقي
87,مصلح دراجات
88,محصّل حسابات وفواتير
89,كاتب فواتير
90,عالم كيمياء/فيزياء حيوية
91,مدرس أحياء بعد المرحلة الثانوية
92,عالم أحياء
93,فني مختبرات الأحياء
94,مهندس طبي حيوي
95,صانع مراجل
96,وكيل حسابات
97,نحّات حجر
98,مشغل جسور وأقفال
99,محلل أخبار
100,فني بث
101,كاتب سمسرة
102,محلل ميزانيات
103,أخصائي محرك ديزل
104,سائق حافلات مدرسية
105,سائق حافلات عبور
106,أخصائي عمليات الأعمال
107,مدرس أعمال وتجارة بعد المرحلة الثانوية
108,جزار
109,مشتري منتجات زراعية
110,صانع أثاث
111,مصلح معدات تصوير
112,مشغل كاميرات
113,قبطان مركبة مائية
114,فني قلب وأوعية دموية
115,مدرس التعليم الفني في مدرسة متوسطة
116,مدرس التعليم الفني في مدرسة ثانوية
117,وكيل شحن وشحن جوي
118,نجار
119,مثبت سجاد
120,رسام خرائط
121,أمين صندوق
122,مجهز خرسانة وبناء إسمنت
123,رئيس طهاة
124,مهندس كيميائي
125,مشغّل معدات كيميائية
126,مشغّل مصنع كيميائية
127,فني كيميائي
128,مدرس كيمياء بعد المرحلة الثانوية
129,كيميائي
130,رئيس تنفيذي
131,أخصائي اجتماعي أسري
132,عامل رعاية أطفال
133,معالج يدوي
134,مدرب رقص
135,فني مدني
136,مهندس مدني
137,محقق شكاوى
138,منظّف مركبات/معدات
139,مشغل معدات التخليل المعدنية
140,رجل دين مسيحي
141,استشاري نفسي سريري
142,مدرب/كشّاف
143,مشغّل آلة طلاء/رش
144,صانع لفائف
145,مشغل آلات البيع
146,معِد طعام ومقدم خدمات
147,مصمم صناعي
148,غواص تجاري
149,طيار تجاري
150,مدرس مهارات التواصل بعد المرحلة الثانوية
151,عامل في مجال صحة المجتمع
152,مدير التعويضات والمستحقات
153,أخصائي تحليل وظائف
154,ضابط امتثال
155,متخصص علم حاسوب
156,مدير نظم الحاسوب وتقنية المعلومات
157,مهندس معدات حاسوبية
158,مهندس شبكات حاسوبية
159,أخصائي دعم شبكات الحاسوب
160,مبرمج أدوات آلات محوسبة
161,فني حاسوب
162,مشغل حاسوب
163,مبرمج
164,مدرس علوم بعد مرحلة الثانوية
165,محلل نظم حاسوبية
166,أخصائي دعم مستخدمي الحاسوب
167,مصلح حاسوب
168,مشغل أدوات آلات محوسبة
169,موظف استقبال وإرشاد
170,عالم في المحافظة على الآثار
171,مفتش مباني/منشآت
172,أجير بناء
173,عامل بناء
174,مدير إنشاء
175,مشغِّل آلة تعدين مستمر
176,مركِّب/مصلح صمامات ومعدات تحكم
177,مشغّل معدات نقل
178,طاهي وجبات سريعة
179,طاهي في مقصف
180,طاهي في مطعم
181,طاهي وجبات سريعة التحضير
182,مشغِّل معدات تبريد/تجميد
183,موظف إصلاحية
184,كاتب مراسلات
185,مقدِّر تكاليف
186,مسؤول ملابس وأزياء
187,كاتب تأجير
188,موظف شباك خدمة
189,ساعي
190,مدون محكمة
191,كاتب محكمة
192,فنان حرفي
193,مشغل رافعة برج
194,محلل ائتمان
195,مرخّص ائتمان
196,مستشار ائتمان
197,مدرس قانون جنائي بعد المرحلة الثانوية
198,حارس عبور
199,مشغّل آلة شحذ/صقل
200,أمين متحف
201,ممثل خدمة العملاء
202,آلة تشذيب/قطع يدوية
203,مشغِّل آلة تقطيع/تشريح
204,مشغِّل آلة تقطيع/ثقب/كبس
205,مدخِل بيانات
206,مسؤول قاعدة بيانات
207,مروّج منتجات
208,مساعد طبيب أسنان
209,أخصائي صحة الأسنان
210,فني مختبر أسنان
211,طبيب أسنان
212,مشغل رافعة أحمال ثقيلة
213,ناشر مكتبي
214,محقق جنائي
215,مخطط صدى تشخيصي طبي
216,فني نظم غذائية
217,أخصائي تغذية
218,موظف مقصف
219,مدير للتعليم الديني
220,غاسل صحون
221,مرسِل
222,بائع متجول
223,مشغل آلة جرف الوحل
224,مشغل أدوات آلات ثقب/حفر
225,سائق/موظف مبيعات
226,مركِّب ألواح جصية
227,حفّار
228,مدرس اقتصاد بعد المرحلة الثانوية
229,خبير في الاقتصاد
230,محرر
231,مدير في التعليم
232,مدير مدرسة أساسية وثانوية
233,مدير مدرسة ما بعد المرحلة الثانوية
234,مدير روضة أو حضانة
235,مدرس تربية وتعليم بعد المرحلة الثانوية
236,مستشار توجيه
237,مصلح محركات كهربائية
238,مجمِّع معدات كهربائية
239,رسام مخططات التمديدات الكهربائية
240,فني كهرباء
241,مصلح كهرباء وسائل النقل
242,مصلح كهرباء صناعي
243,مصلح كهرباء في محطات التوليد
244,مهندس كهرباء
245,مصلح/مثبِّت خطوط الطاقة الكهربائية
246,كهربائي
247,فني كهرباء وميكانيك
248,مجمِّع معدات كهربائية وميكانيكية
249,مصلح/مثبّت كهربائيات المركبات 
250,مصلّح/مثبّت معدات الترفيه المنزلي
251,مهندس إلكترونيات
252,مدرس في مدرسة ابتدائية
253,مصلّح/مركّب مصاعد
254,موظف مقابلات لتحديد الأهلية في برامج الدعم الحكومية
255,فني تحنيط
256,مدير إدارة الطوارئ
257,مسعِف
258,مجمِّع محركات
259,مدرس هندسة بعد المرحلة الثانوية
260,فني هندسة
261,محرر
262,مدرس لغة إنجليزية/أدب إنجليزي بعد المرحلة الثانوية
263,فني بيئة
264,مهندس بيئة
265,فني صحة البيئة
266,مدرس علوم البيئة بعد المرحلة الثانوية
267,عالم بيئة
268,عالم أوبئة
269,نقّاش
270,مشغل آلة تنقيب/تحميل
271,مساعد مدير تنفيذي
272,أخصائي تمارين وظائف الأعضاء
273,فني متفجرات
274,مشغِّل آلة بثق/سحب
275,مشغِّل آلة بثق/تشكيل
276,مشغِّل آلة تشكيل/ضغط
277,مصمم رسومات الأقمشة/الملابس
278,مصلح ملابس
279,حطاب
280,طبيب عام
281,مستشار إدارة المزارع والمنازل
282,ميكانيكي معدات مزارع
283,مقاول عمال مزارع
284,مزارع
285,عامل مزرعة
286,مزارع في مزرعة مواشي
287,مصمم أزياء
288,مركّب سياج
289,فني ألياف زجاجية
290,منظم ملفات
291,محرر أفلام
292,محلل مالي
293,فاحص مالي
294,مدير مالي
295,أخصائي مالي
296,فنان
297,مفتش إطفاء
298,إطفائي
299,مشرف عمال بناء
300,مشرف موظفي إصلاحية
301,مشرف زراعة/صيد/حراجة
302,مشرف رجال الإطفاء
303,مشرف على إعداد الطعام
304,مشرف أعمال المناولة والنقل
305,مشرف أعمال النظافة
306,مشرف أعمال البستنة
307,مشرف أعمال الميكانيك
308,مشرف مبيعات غير التجزئة
309,مشرف الدعم الإداري
310,مشرف عمال الخدمات الشخصية
311,مشرف شرطة
312,مشرف عمال إنتاج/تشغيل
313,مشرف مبيعات التجزئة
314,مشرف مشغلي وسائل النقل
315,ضابط مراقبة الصيادين
316,صياد
317,مدرب لياقة بدنية
318,مضيف طيران
319,فني تركيب أرضيات
320,فني تشطيب أرضيات
321,منسق أزهار
322,مشغّل آلات تجهيز الأغذية والتبغ
323,محضّر أطعمة بكميات تجارية
324,مشغّل آلة طهو الطعام
325,معِد الطعام
326,خبير أطعمة
327,مقدم طعام في غير المطاعم
328,مدير خدمات تقديم الطعام
329,مدرس لغة أجنبية بعد المرحلة الثانوية
330,فني طب شرعي
331,فني حفظ الآثار
332,عامل الغابات والحفاظ على الغابات
333,مفتش إطفاء حرائق الغابات
334,محرّج
335,مدرس علوم الحراجة والحفاظ على الغابات بعد المرحلة الثانوية
336,مشغِّل آلة تعدين
337,صانع قوالب معدنية
338,جامع تبرعات
339,خادم جنائز
340,مدير خدمات الجنائز
341,مشغِّل فرن/تنور
342,عامل تشطيب أثاث
343,كاتب ألعاب المقامرة
344,محاسب أموال المقامرة
345,محاسب في حجيرة
346,منظم ألعاب المقامرة
347,مدير ألعاب المقامرة
348,مشرف ألعاب المقامرة
349,محقق ألعاب المقامرة
350,عامل في محطة ضخ الغاز
351,عامل في محطة غاز
352,مدير عمليات
353,مستشار في الوراثة
354,عالم جغرافيا
355,مدرس جغرافيا بعد المرحلة الثانوية
356,فني جيولوجي وبترول
357,عالم جيولوجيا
358,زجّاج
359,مصنّف منتجات زراعية
360,مساعد مدرّس دراسات عليا
361,مصمم غرافيكي
362,عامل شحذ/صقل يدوي
363,مشغّل أدوات آلة شحذ/صقل/تلميع
364,حلاق
365,عامل إزالة المواد الخطرة
366,مهندس صحة وسلامة
367,أخصائي تشخيص الأمراض
368,مثقّف صحي
369,مدرس اختصاصات صحية بعد المرحلة الثانوية
370,أخصائي تقنيات صحية
371,أخصائي رعاية صحية
372,أخصائي اجتماعي للرعاية الصحية
373,أخصائي دعم الرعاية الصحية
374,أخصائي سمع
375,مشغل معدات المعالجة الحرارية
376,مركّب/ميكانيكي أنظمة التدفئة والتهوية وتكييف الهواء
377,سائق شاحنة ثقيلة/جرار
378,مساعد بنّاء
379,مساعد نجار
380,مساعد فني كهرباء
381,مساعد عامل استخراج
382,مساعد عامل صيانة/تصليح
383,مساعد دهّان/فني الجص
384,مساعد سباك
385,مساعد عامل إنتاج
386,مساعد سقّاف
387,عامل صيانة الطرق السريعة
388,مؤرخ
389,مدرس تاريخ بعد المرحلة الثانوية
390,مشغل آلات الرفع
391,مصلح أجهزة منزلية
392,مدرس اقتصاد منزلي بعد المرحلة الثانوية
393,معاون للصحة المنزلية
394,مضيف المطعم
395,كاتب مكتب الفندق
396,مساعد الموارد البشرية
397,مدير الموارد البشرية
398,أخصائي الموارد البشرية
399,عالم المياه
400,فني صناعي
401,مهندس صناعي
402,ميكانيكي آلات صناعية
403,مدير إنتاج صناعي
404,مشغل شاحنة صناعية وجرار صناعي
405,استشاري نفسي في الصناعة والتنظيم
406,محلل أمن المعلومات
407,مفتش/فاحص
408,عامل صيانة/تصليح
409,منسق تعليمي
410,عامل عزل
411,عامل عزل ميكانيكي
412,مثمّن تأمين على السيارات
413,كاتب مطالبات التأمين
414,وكيل مبيعات التأمين
415,مكتتب تأمينات
416,مصمم داخلي
417,اختصاصي الطب الباطني
418,مترجم
419,موظف مقابلات
420,بواب
421,جواهري
422,قاضي
423,كاتب قضائي
424,مدرس روضة
425,أخصائي علاقات عمل
426,عامل مناولة/نقل المواد
427,مهندس مناظر طبيعية
428,عامل بستنة/مناظر طبيعية
429,مشغل أدوات آلات خراطة
430,عامل مغسلة/تنظيف جاف
431,مدرس قانون بعد المرحلة الثانوية
432,محامي
433,فني تحديد المواضع على المعادن/البلاستيك
434,سكرتير قانوني
435,أمين مكتبة
436,مساعد أمين مكتبة، كتابي
437,مدرس علم المكتبات بعد المرحلة الثانوية
438,فني مكتبات
439,ممرض ممارس/مهني مرخص
440,فني علوم الحياة والعلوم الفيزيائية والاجتماعية
441,منقذ
442,سائق شاحنة خفيفة/خدمات التوصيل
443,مشغل آلات التحميل في مناجم التعدين تحت الأرض
444,موظف مقابلات الحصول على الدين
445,مسؤول القروض
446,موظف غرفة خزائن الملابس
447,قفّال
448,مهندس قاطرات
449,مدير سكن
450,مصنّف أخشاب
451,مشغّل معدات التحطيب
452,خبير لوجستي
453,مغذي آلات
454,ميكانيكي
455,فني تصوير بالرنين المغناطيسي
456,عامل تدبير منزلي
457,كاتب بريد
458,عامل صيانة/تصليح
459,عامل صيانة آلات
460,فنان تجميل
461,محلل إداري
462,مدير
463,متخصص منكير/بديكير
464,مركِّب منازل متنقلة
465,مهندس بحري
466,محلل بحوث السوق
467,مدير تسويق
468,خبير زواج وأسرة
469,معالج بالتدليك
470,مهندس مواد
471,عالم مواد
472,مدرس علوم الرياضيات بعد المرحلة الثانوية
473,عالم رياضيات
474,مقطِّع اللحوم، الدواجن، الأسماك
475,مصلح أبواب آلية
476,رسام مخططات الأجهزة الميكانيكية
477,فني ميكانيك
478,مهندس ميكانيك
479,فني مختبرات طبية
480,أخصائي تقنيات طبية
481,مدير خدمات طبية وصحية
482,فني أجهزة طبية
483,مساعد طبي
484,فني تجهيز معدات طبية
485,مصلح معدات طبية
486,فني سجلات طبية
487,عالم في الطب
488,سكرتير طبي
489,ناسخ طبي
490,منظم فعاليات
491,عامل في مجال الصحة النفسية
492,مستشار في الصحة النفسية
493,عارض بضائع
494,مشغل فرن تنقية المعادن
495,قارئ عدادات
496,عالم أحياء دقيقة
497,مدرس في مدرسة متوسطة
498,مشغل آلة طحن
499,ميكانيكي آلات
500,مشغل آلات قطع المناجم
501,مشغل مركبات المناجم
502,مهندس جيولوجي
503,مشغل آلة مزج/خلط
504,ميكانيكي معدات ثقيلة متنقلة
505,صانع قوالب معدنية/بلاستيكية
506,صانع قوالب خشبية
507,عارض
508,صانع قوالب/أشكال/سبائك
509,مشغل آلات صنع القوالب والأشكال والسبائك
510,مدير جنائز
511,عارض صور متحركة
512,ميكانيكي زوارق آلية
513,مشغل زوارق آلية
514,ميكانيكي دراجات نارية
515,فنان وسائط متعددة
516,مشغل أدوات متعددة الآلات
517,فني متاحف
518,مؤلف موسيقي
519,مصلح/ضابط آلات موسيقية
520,مدير العلوم الطبيعية
521,مدير نظم
522,وكيل حسابات جديدة
523,راعي حيوانات في غير المزارع
524,مهندس نووي
525,فني طب نووي
526,مشغل مفاعل الطاقة النووية
527,فني طاقة نووية
528,ممرض تخدير
529,ممرضة قبالة
530,ممرض ممارس
531,ممرض مساعد
532,مدرس ومعلم تمريض بعد المرحلة الثانوية
533,طبيب نسائية وتوليد
534,أخصائي صحة وسلامة مهنية
535,فني صحة وسلامة مهنية
536,معالج مهني
537,معاون معالج مهني
538,مساعد معالج مهني
539,كاتب
540,مشغل آلة مكتبية
541,مهندس بناء
542,محلل أبحاث العمليات
543,فني مختبر عيون
544,فني طب العيون
545,فني بصريات
546,طبيب عيون
547,جراح فم
548,كاتب طلبات
549,مقوم الأسنان المعوجة
550,أخصائي تقويم/أطراف صناعية
551,ميكانيكي محركات صغيرة
552,مشغل آلات تغليف
553,مغلِّف يدوي
554,دهّان أبنية
555,دهّان وسائل النقل
556,عامل دهان/طلاء/ديكور
557,مشغل آلات البضائع الورقية
558,فني تثبيت ورق الجدران
559,مساعد محامي
560,مشرف مواقف سيارات
561,عامل في مواقف السيارات
562,بائع قطع الغيار
563,صانع نماذج معدنية/بلاستيكية
564,صانع نماذج خشبية
565,مشغل معدات الرصف
566,موظف رواتب
567,طبيب أطفال
568,معاون للرعاية الشخصية
569,مستشار مالي شخصي
570,عامل مكافحة الحشرات
571,فني مبيدات
572,مهندس بترول
573,مشغل مصفاة
574,صيدلاني
575,معاون صيدلاني
576,فني صيدلة
577,مدرس ديانات/فلسفة بعد المرحلة الثانوية
578,فصّاد
579,مصور فوتوغرافي
580,عالم فيزياء
581,معاون معالج طبيعي
582,مساعد معالج طبيعي
583,معالج طبيعي
584,مساعد طبيب
585,طبيب
586,فيزيائي
587,مدرس فيزياء بعد المرحلة الثانوية
588,مشغل آلة دق الركائز والدعامات
589,آلة مد المواسير
590,مشغِّل مصنع
591,عامل جص
592,مشغل آلات الطلاء/التصفيح
593,سباك
594,أخصائي قدم
595,شرطة
596,مرسِل الشرطة، الإطفائية، الإسعاف
597,مدرس أحياء بعد المرحلة الثانوية
598,عالم سياسة
599,كاتب خدمات بريدية
600,ساعي بريد
601,موظف فرز رسائل البريد
602,مدير مكتب البريد
603,صانع سبائك معدنية
604,موزّع/مرسل الطاقة
605,مشغل محطة طاقة
606,فني تجهيز الطباعة
607,مدرّس في روضة أو حضانة
608,عامل عصر الأقمشة والمنسوجات
609,فني تجليد
610,مشغِّل مطبعة
611,محقق خاص
612,ضابط مراقبة السلوك
613,كاتب مشتريات
614,منتج/مخرج
615,عامل إنتاج
616,كاتب إنتاج
617,مدقق
618,مدير ملكية
619,عامل خدمات الحماية
620,معاون طبيب نفسي
621,فني طب نفسي
622,طبيب نفسي
623,استشاري نفسي
624,مدرس علم نفس بعد المرحلة الثانوية
625,مذيع مخاطب للجمهور
626,مدير علاقات عامة وجمع تبرعات
627,أخصائي علاقات عامة
628,مشغِّل مضخة
629,مشتري
630,مدير مشتريات
631,معالج بالإشعاع
632,مذيع مذياع وتلفاز
633,مشغِّل إذاعي
634,مركِّب/مصلح مذياع/خلوي
635,فني أشعة
636,مصلح عربات السكك الحديدية
637,مهندس ساحات السكك الحديدية
638,مشغّل معدات صيانة السكك الحديدية
639,مشغِّل مكابح السكك الحديدية/الإشارات/المفتاح
640,مشرف القطار
641,سمسار عقارات
642,وكيل مبيعات العقارات
643,كاتب معلومات
644,مدرس دراسات الترويح/اللياقة البدنية بعد المرحلة الثانوية
645,عامل ترويح
646,معالج ترويحي
647,فني خدمة مركبات ترويحية
648,مصلح مواد مقاومة للصهر
649,جامع النفايات والمواد القابلة لإعادة التدوير
650,ممرض قانوني
651,مستشار إعادة التأهيل
652,عامل حديد التسليح
653,مراسل
654,موظف سفريات
655,مستشار للمساكن
656,معالج الأمراض التنفسية
657,فني معالجة الأمراض التنفسية
658,بائع بالتجزئة
659,حفار
660,حجّار
661,مشغّل آلة اللف
662,مثبت ترباس سقف منجم التعدين
663,سقّاف
664,مشغّل مثقاب دوار
665,عامل على جهاز حفر دون مهارات
666,بحار سفينة نفط
667,مهندس مبيعات
668,مدير مبيعات
669,مندوب مبيعات
670,مندوب مبيعات التصنيع
671,مندوب مبيعات فنية
672,مشغِّل آلات نشر
673,مدرس في مدرسة ثانوية
674,مساعد إداري
675,وكيل مبيعات ضمانات
676,مثبت أنظمة أمنية
677,حارس أمن
678,فني تعبيد طرق
679,مدرس تعليم إثراء الذات
680,معالج أشباه الموصلات
681,مشغِّل آلات الفصل/التصفية
682,مقدم خدمات الصرف الصحي
683,مشغل وحدة خدمة النفط/الغاز/التعدين
684,مصمم الديكور المسرحي
685,خياط يدوري
686,مشغل آلة خياطة
687,أخصائي التنظيف بالشامبو
688,فني الصفائح المعدنية
689,مهندس سفن
690,كاتب شحن/استلام
691,صانع أحذية/جلود
692,مشغِّل آلة صنع الأحذية
693,مصلح مفاتيح الإشارة والتتبع
694,أخصائي عناية بالبشرة
695,مغلف لحوم
696,مشرف فتحات
697,مدير خدمات اجتماعية ومجتمعية
698,مساعد خدمات اجتماعية وإنسانية
699,مساعد باحث في العلوم الاجتماعية
700,باحث اجتماعي
701,مدرس العمل الاجتماعي بعد المرحلة الثانوية
702,عالم اجتماع
703,مدرس علم الاجتماع بعد المرحلة الثانوية
704,مطور برامج التطبيقات
705,مطور برامج النظم
706,عالم التربة والنباتات
707,مركب خلايا شمسية ضوئية
708,فني هندسة الصوت
709,مدرس التعليم الخاص
710,مدرس التعليم الخاص في مدرسة ابتدائية
711,مدرس التعليم الخاص في مدرسة متوسطة
712,مدرس التعليم الخاص في مدرسة ثانوية
713,أخصائي اضطرابات النطق واللغة
714,مشغل مرجل
715,مساعد إحصائي
716,خبير في الإحصاء
717,كاتب المخزن
718,بنّاء
719,عامل الفولاذ والصلب
720,صانع معادن هيكلية
721,استشاري الاضطرابات السلوكية وتعاطي المخدرات
722,مشغل مترو الأنفاق/الترام
723,جراح
724,تقني جراحي
725,باحث متخصص بالمسوح
726,فني مخططات|
727,مساح
728,مشغل لوحات تبديل
729,خياط
730,محمّل سفينة/شاحنة/صهريج
731,فني إلصاق الجدران
732,محصّل ضرائب
733,معد ضريبة
734,سائق سيارة أجرة
735,مساعد مدرس
736,مسؤول تشكيل أفرقة
737,كاتب تقني
738,مركِّب/مصلِّح معدات الاتصالات
739,مركِّب/مصلِّح خطوط الاتصالات
740,مسوِّق عبر الهاتف
741,عامل الهاتف
742,أمين
743,فني فسيفساء
744,مشغِّل آلة صبغ/تبييض الأنسجة
745,مشغل آلات قص الأنسجة
746,مشغِّل آلة حياكة/خياطة الأنسجة
747,مشغِّل آلة لف الأنشجة
748,عامل ترتيب البلاط والرخام
749,مجمِّع أجهزة التوقيت
750,صانع إطارات
751,مصلح/مبدل إطارات
752,مدقق سندات الملكية
