,en,zh,correction
1406,The Brazilian Institute of Technology unveiled an algorithm capable of exposed to high places.,巴西理工学院公布了一项暴露于高处的算法。,巴西理工学院公布的一种新算法可以在高空作业。
1407,The British Institute of Technology showcased a system competitive with humans at building and construction.,英国理工学院展示了一个在建筑和施工方面匹敌人类的系统。,
1408,The British Institute of Technology showcased a system competitive with humans at very hot or cold temperatures.,英国理工学院展示了一种可以在极高或极低温度下匹敌人类的系统。,
1409,The Bruneian Institute of Technology showcased a system competitive with humans at time pressure.,布鲁尼理工学院展示了一个在时间压力方面可匹敌人类的系统。,汶莱理工学院展示了一个在时间压力方面可匹敌人类的系统。
1410,The Burmese Institute of Technology unveiled an algorithm capable of visual color discrimination.,缅甸理工学院公布了一种视觉颜色识别的算法。,缅甸理工学院公布的一种新算法可以进行视觉颜色识别。
1411,The Canadian Institute of Technology showcased a system competitive with humans at level of competition.,加拿大理工学院展示了一个匹敌人类的竞争力水平系统。,
1412,The Chinese Institute of Technology showcased a system competitive with humans at spend time keeping or regaining balance.,中国理工大学展示了一个匹敌人类的保持或恢复平衡的系统。,中国理工学院展示了一个在保持或恢复平衡方面可匹敌人类的系统。
1413,The Christmas Island Institute of Technology showcased a system competitive with humans at consequence of error.,圣诞岛理工学院展示了一个可匹敌人类的错误后果处理系统。,
1414,The Christmas Island Institute of Technology showcased a system competitive with humans at transportation.,圣诞岛理工学院展示了一个在运输方面匹敌人类的系统。,
1415,The Cocos Island Institute of Technology unveiled an algorithm capable of extremely bright or inadequate lighting.,科科斯岛理工学院推出了一种暴露于极其明亮或昏暗的照明环境的算法。,科科斯岛理工学院推出的一种新算法可以在强光或不足光下工作。
1416,The Comorian Institute of Technology showcased a system competitive with humans at on-the-job training.,科摩罗理工学院展示了一个匹敌人类的在职培训系统。,
1417,The Costa Rican Institute of Technology unveiled an algorithm capable of glare sensitivity.,哥斯达黎加理工学院公布了一种眩光敏感度的算法。,哥斯达黎加理工学院公布的一种新算法拥有眩光敏感度。
1418,The Ecuadorian Institute of Technology showcased a system competitive with humans at exposed to disease or infections.,厄瓜多尔理工学院展示了一个在暴露于疾病或感染方面匹敌人类的系统。,
1419,The Ethiopian Institute of Technology unveiled an algorithm capable of work schedules.,埃塞俄比亚理工学院公布了一种工作进度表的算法。,埃塞俄比亚理工学院公布的一种新算法可以制定工作进度表。
1420,The Gabonese Institute of Technology unveiled an algorithm capable of duration of typical work week.,加蓬理工学院公布了一种算法能够忍受典型周工作时间。,
1421,The Georgian Institute of Technology showcased a system competitive with humans at food production.,格鲁吉亚理工学院展示了一个在食品生产方面匹敌人类的系统。,
1422,The Gibraltar Institute of Technology showcased a system competitive with humans at operation and control.,直布罗陀技术学院展示了一种在操作和控制方面可匹敌人类的系统。,直布罗陀理工学院展示了一种在操作和控制方面可匹敌人类的系统。
1423,The Hellenic Institute of Technology showcased a system competitive with humans at wrist-finger speed.,希腊理工学院展示了一个手腕-手指速度可匹敌人类的系统。,希腊理工学院展示了一个在手腕-手指速度方面可匹敌人类的系统。
1424,"The Hellenic Institute of Technology unveiled an algorithm capable of spend time climbing ladders, scaffolds, or poles.",希腊理工学院公布了一项可以爬梯子、脚手架或柱子的算法。,希腊理工学院公布的一种新算法可以执行爬梯子、脚手架或柱子的动作。
1425,The Honduran Institute of Technology unveiled an algorithm capable of public safety and security.,洪都拉斯理工学院公布了一种公共安全的算法。,洪都拉斯理工学院公布的一种新算法可以执行公共安全。
1426,"The Malagasy Institute of Technology showcased a system competitive with humans at sounds, noise levels are distracting or uncomfortable.",马达加斯加理工学院展示了一项匹敌人类、可令人分心或不舒服的声音、噪音技术。,马达加斯加理工学院展示了一个在应对令人分心、使人难受的声音、噪音方面可匹敌人类的系统。
1427,The Marshallese Institute of Technology unveiled an algorithm capable of importance of repeating same tasks.,马歇尔理工学院公布了一种能够重复同样任务的算法。,马绍尔理工学院公布的一种新算法能够进行相同任务的重复。
1428,The Montserratian Institute of Technology showcased a system competitive with humans at coordinate or lead others.,蒙特塞拉提安理工学院展示了一个在协调或领导他人方面匹敌人类的系统。,蒙特塞拉特理工学院展示了一个在协调或领导他人方面匹敌人类的系统。
1429,The Namibian Institute of Technology unveiled an algorithm capable of explosive strength.,纳米比亚理工学院公布了一种爆炸强度的算法。,纳米比亚理工学院公布的一种新算法可以进行爆炸强度的操作。
1430,The Niuean Institute of Technology unveiled an algorithm capable of speed of limb movement.,纽安理工学院公布了一种肢体运动速度的算法。,纽埃理工学院公布的一种新算法可以保持一定的肢体运动速度。
1431,"The Northern Marianan Institute of Technology unveiled an algorithm capable of operating vehicles, mechanized devices, or equipment.",北马里亚南理工学院公布了一种操作车辆、机械装备或设备的算法。,北马里亚纳理工学院公布的一种新算法可以操作车辆、机械仪器或设备。
1432,The Pitcairn Island Institute of Technology unveiled an algorithm capable of production and processing.,皮特凯恩岛理工学院公布了一种生产和加工的算法。,皮特凯恩岛理工学院公布的一种新算法可以进行生产和加工。
1433,The Russian Institute of Technology showcased a system competitive with humans at visualization.,俄罗斯理工学院在可视化方面展示了一个匹敌人类的系统。,俄罗斯理工学院展示了一个在可视化方面匹敌人类的系统。
1434,The Saint Helenian Institute of Technology showcased a system competitive with humans at face-to-face discussions.,圣海伦尼安理工学院展示了一个在面对面讨论方面匹敌人类的系统。,圣赫勒拿理工学院展示了一个在面对面讨论方面匹敌人类的系统。
1435,The Seychellois Institute of Technology showcased a system competitive with humans at work with work group or team.,塞舌尔理工学院展示了一个匹敌人类的与工作小组或团队一起工作的系统。,塞舌尔理工学院展示了一个在与工作小组或团队合作方面匹敌人类的系统。
1436,"The Singaporean Institute of Technology showcased a system competitive with humans at monitor processes, materials, or surroundings.",新加坡理工学院展示了一个在监控过程、材料或环境方面匹敌人类的系统。,
1437,The Singaporean Institute of Technology unveiled an algorithm capable of equipment maintenance.,新加坡理工学院公布了一种能够进行设备维护的算法。,
1438,The Slovene Institute of Technology showcased a system competitive with humans at repairing and maintaining mechanical equipment.,斯洛文尼亚理工学院展示了一个在修理和维护机械设备方面匹敌人类的系统。,
1439,The South African Institute of Technology showcased a system competitive with humans at on-site or in-plant training.,南非理工学院展示了一个匹敌人类的在现场或工厂培训的系统。,南非理工学院展示了一个在现场或工厂培训方面匹敌人类的系统。
1440,The Swati Institute of Technology showcased a system competitive with humans at deal with physically aggressive people.,斯瓦蒂理工学院展示了一种在与身体有攻击性的人打交道方面匹敌人类的系统。,史瓦帝理工学院展示了一种在与身体有攻击性的人打交道方面匹敌人类的系统。
1441,The São Toméan Institute of Technology unveiled an algorithm capable of repairing.,S√£o Tom√© 理工学院公布了一种修理的算法。,圣多美理工学院公布的一种新算法可以进行维修。
1442,The Taiwanese Institute of Technology showcased a system competitive with humans at gross body coordination.,台湾理工学院展示了一个在人体协调方面匹敌人类的系统。,
1443,The Tongan Institute of Technology unveiled an algorithm capable of in an open vehicle or equipment.,同安理工学院公布了一项用于开放式车辆或设备的新技术。,汤加理工学院公布的一种新算法可以操作开放式车辆或设备。
1444,The Ukrainian Institute of Technology showcased a system competitive with humans at exposed to contaminants.,乌克兰技术学院展示了一个匹敌人类的暴露于污染物的系统。,乌克兰理工学院展示了一个在暴露于污染物方面可匹敌人类的系统。
1445,The Vatican Institute of Technology showcased a system competitive with humans at manual dexterity.,梵蒂冈理工学院展示了一个在手动灵巧度方面匹敌人类的系统。,
1446,The Yemeni Institute of Technology showcased a system competitive with humans at far vision.,也门理工学院在远距离视觉领域展示了一个匹敌人类的系统。,也门理工学院展示了一个在远距离视觉领域匹敌人类的系统。
1447,Therapeutic Recreation/Recreational Therapy,治疗性娱乐/休闲治疗,
1448,Therapy and Counseling,治疗和咨询,
1449,Thinking Creatively,创造性思维,
1450,Third Interest High-Point,第三兴趣高点,
1451,Tile And Marble Setter,瓷砖和大理石镶嵌工,
1452,Time Management,时间管理,
1453,Time Sharing,分时,
1454,Timing Device Assembler,计时设备装配工,
1455,Tire Builder,轮胎制造商,
1456,Tire Repairer/Changer,轮胎修理工/更换工,
1457,Title Examiner,标题审查员,
1458,Tongan researchers pioneered a new technique in in an open vehicle or equipment today.,今天，同安（Tongan）研究人员开创了一项用于开放式车辆或设备的新技术。,今天，汤加研究人员在开放式车辆或设备方面开创了一项新技术。
1459,Tool And Die Maker,刀具和模具制造工,
1460,Tool Grinder,刀具磨工,
1461,Tool and Die Technology/Technician,刀具和模具技术/技师,
1462,Tour Guide,导游,
1463,Tourism and Travel Services Management,旅游和旅行服务管理,
1464,Traditional Chinese Medicine and Chinese Herbology,传统中医和中草药学,
1465,Traffic Technician,交通技师,
1466,"Traffic, Customs, and Transportation Clerk/Technician",交通、海关和运输文员/技术员,
1467,Training And Development Manager,培训和开发经理,
1468,Training And Development Specialist,培训和开发专家,
1469,Training and Teaching Others,培训和教授其他人,
1470,Transit And Railroad Police,交通和铁路警察,
1471,Transit Bus Driver,公交车司机,
1472,Translator,译员,翻译
1473,Transportation,运输,
1474,Transportation Attendant,运输服务员,
1475,Transportation Electrical Repairer,运输电气修理工,
1476,Transportation Equipment Painter,运输设备油漆工,
1477,Transportation Inspector,运输检查员,
1478,Transportation Operator Supervisor,运输操作员主管,
1479,Transportation Security Screener,运输安全检查员,
1480,Transportation and Warehousing,运输和仓储,
1481,Travel Agent,旅行社,
1482,Travel Clerk,旅行文员,
1483,Travel Guide,旅行指南,导游
1484,Tree Trimmer,树木修剪工,
1485,Trinidadian scientists unveiled an algorithm capable of spend time walking and running.,特立尼达的科学家们推出了一种能够行走和跑步的算法。,特立尼达科学家推出的一种新算法能够执行走路和跑步的动作。
1486,Troubleshooting,故障排除,
1487,Truck and Bus Driver/Commercial Vehicle Operator and Instructor,卡车和公共汽车司机/商用车辆操作员和教练,
1488,Trunk Strength,躯干强度,
1489,Typist,打字员,
1490,U.S. Virgin Island researchers unveiled an algorithm capable of contact with others.,美属维尔京岛的研究人员公布了一种与他人接触的算法。,美属维尔京岛研究人员公布的一种新算法有与他人接触的能力。
1491,Ukrainian engineers unveiled an algorithm capable of exposed to contaminants.,乌克兰工程师公布了一项能够暴露于污染物的算法。,乌克兰工程师公布的一种新算法能够在暴露于污染物的情况下工作。
1492,Undeground Mining Loading Machine Operator,地下采矿装载机操作员,
1493,Unskilled Oil Rig Worker,非熟练石油钻机工人,
1494,Updating and Using Relevant Knowledge,更新和使用相关知识,
1495,Upholsterer,室内装潢师,
1496,Upholstery/Upholsterer,室内装潢/室内装潢工,
1497,Urban And Regional Planner,城市和区域规划师,
1498,Usher,引座员,
1499,Utilities,公用事业,
1500,Vatican scientists pioneered a new technique in manual dexterity today.,今天，梵蒂冈的科学家们开创了一种手动灵巧度新技术。,今天，梵蒂冈科学家在手动灵巧度方面开创了一项新技术。
1501,Vehicle/Equipment Cleaner,车辆/设备清洁员,
1502,Vending Machine Servicer,自动售货机服务员,
1503,Veterinarian,兽医,
1504,Veterinary Assistant,兽医助理,
1505,Veterinary Medicine,兽医学,
1506,Veterinary Technologist,兽医技术员,
1507,Veterinary/Animal Health Technology/Technician and Veterinary Assistant,兽医/动物保健技术/技师和兽医助理,
1508,Visual Color Discrimination,视觉颜色辨别,
1509,Visualization,可视化,
1510,Vocational Rehabilitation Counseling/Counselor,职业康复咨询/顾问,
1511,Waitstaff,服务员,
1512,Walking and running,走路和跑步,
1513,Watch Repairer,手表修理工,修表匠
1514,Watchmaking and Jewelrymaking,制表和珠宝制作,
1515,Water Quality and Wastewater Treatment Management and Recycling Technology/Technician,水质和废水处理管理与回收技术/技术员,
1516,Water Vessel Captain,水船船长,
1517,Water/Wastewater Treatment Plant Operator,水/污水处理设施操作员,
1518,"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets",佩戴常规防护或安全设备，例如安全靴、护目镜、手套、听力保护装置、安全帽或救生衣,
1519,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection",佩穿戴专用防护或安全设备，例如呼吸器、安全带、全套防护服或辐射防护服,
1520,Web Developer,网站开发员,
1521,Weigher/Measurer,称重/测量员,
1522,Welder/Cutter/Solderer,焊工/切工/钎焊工,
1523,Welding Technology/Welder,焊接技术/焊工,
1524,Welding/Soldering/Brazing Machine Operator,焊接/钎焊设备操作员,
1525,Well Drilling/Driller,钻井/钻孔工,
1526,Wellhead Pumper,油田/气田泵工,
1527,Wholesale Trade,批发贸易,
1528,"Wildlife, Fish and Wildlands Science and Management",野生动物、鱼类和荒地科学与管理,
1529,Wind Turbine Service Technician,风力透平机维修技师,风力涡轮机服务技术人员
1530,Wood Model Maker,木制模型制作工,
1531,Wood Patternmaker,木模师,
1532,Woodworking Machine Operator,木工设备操作员,
1533,Work Output,工作成果,
1534,Working with a team,与团队合作,
1535,Working with technical devices,与技术设备工作,操作技术设备
1536,Wrist-Finger Speed,腕指速度,
1537,Writer,作家,
1538,Writing,写作,
1539,Writing letters and memos,写信和备忘录,
1540,Written Comprehension,书面理解,
1541,Written Expression,书面表达,
1542,Yemeni researchers pioneered a new technique in far vision today.,今天，也门的研究人员在远距离视觉领域开创了一项新技术。,
1543,Zoologist,动物学家,
1544,after_subsidy,补贴后费用,
1545,already_enrolled,您已经注册。,已注册
1546,application_notice,应用于 {name},申请 {name}
1547,application_out,申请退出,取消申请
1548,automated,自动化的,自动化
1549,automation_risk,自动化风险,
1550,bad_performance_warning,您{months}个月的工作表现很糟糕。如果您不振作起来就会被解雇！,警告：您{months}个月工作表现糟糕，如不改进将被解雇！
1551,birthday_body,您离退休还有年。照这个速度，到那时您的存款可以达到 ${estimate}。,您距离退休还有 {yearsLeft}年。按照目前的速度届时您的存款将达到${estimate}。
1552,birthday_title,{age}岁生日快乐！,
1553,consent_form_section_1,在<em>自动化生活</em> 研究中，我们想调查人们如何换工作以避免自动化的负面影响。,
1554,consent_form_section_1_title,1.研究目的,
1555,consent_form_section_2,为此，我们需要您玩一个在线视频游戏。该游戏需要在定时环境中做出有关工作、技能和自动化的决定。参与者之间的游戏界面可能会略有改变，以衡量不同信息对人们如何选择游戏的影响。,
1556,consent_form_section_2_title,2.研究的步骤和内容,
1557,consent_form_section_3,本研究是马克斯·普朗克人类发展研究所（MPI）的一个研究项目。收集到的关于您如何玩游戏的匿名数据将仅用于研究目的。<br /><br />不会记录任何个人数据。我们使用您的 IP 地址来确定您访问站点的国家，但我们不会存储完整的 IP 地址。如果您选择参加退出调查，我们将把您的年龄、性别和教育水平等广泛信息与您的游戏路径联系起来。<br /><br />研究数据可以通过研究数据库或科学出版物公开获取。请注意，可公开访问的数据也可用于本研究之外的用途。,
1558,consent_form_section_3_title,3.收集到的信息和数据将如何处理？,
1559,consent_form_section_4,参与本研究是自愿的。您可以在游戏结束前的任何时间退出研究。,
1560,consent_form_section_4_title,4.自愿参加,
1561,consent_form_section_5,<em>自动化生活</em>研究包括一个约 30 分钟的游戏。您可以任意玩，不限次数。<br /><br />勾选下面的方框，表示您已阅读并理解上述条件，同意参与研究，并同意按上述方式收集、存储和使用我的数据。,<em>自动化生活</em>研究包括一个约 30 分钟的游戏。您可以任意玩，不限次数。<br /><br />勾选下面的方框，表示您已阅读并理解上述条件，同意参与研究，并同意我们按上述方式收集、存储和使用您的数据。
1562,consent_form_section_5_title,5.同意,
1563,consent_form_title,成人参与者的研究信息和知情同意书,
1564,consent_label,我了解条件并同意。,
1565,consent_submit_button,提交,
1566,cost_in_wages,{months} 月工资,
1567,counterfactual,如果没有自动化，您会比现在多赚${amount} {comp}。,
1568,current_job,目前的工作,
1569,debt_expenses,${amount} 债务,
1570,debt_outcome,您贷款了 ${loans}。比其他玩家多${amount} {comp}。,
1571,deepening_automation,{name}的生产力影响是广泛的。,
1572,drop_out,您辍学了。,
1573,education_title,教育,
1574,enroll_button,注册,
1575,facebook_share,分享到 Facebook,
1576,fired,您因表现欠佳而被解雇。,
1577,fully_educated,教育系统已经教授了您一切。,全面教育完成
1578,game_over_debt,您积累了太多的债务。,您积累了太多的债务，游戏结束。
1579,game_over_lose,您没有攒够钱退休。,您没有攒够钱退休，游戏结束。
1580,game_over_lose_share,我在 ü§ñ 中未能逃脱了自动化。,
1581,game_over_lose_summary_result,您没有做到。{percent}% 的玩家也没有做到。,
1582,game_over_notice,游戏结束,
1583,game_over_thanks,感谢您播放《自动化世界》。请花一点时间填写此调查。,
1584,game_over_warning,您负债太多。如果您负债高达 ${amount}，那么您将输掉这场比赛。,
1585,game_over_win,您成功地从自动化中幸存下来，并退休了。,
1586,game_over_win_share,我在 ü§ñ 中逃脱了自动化！,
1587,game_over_win_summary_result,您做到了。{percent}% 的玩家也做到了。,
1588,graduated,恭喜您！您毕业了,
1589,high,高,
1590,high_risk_automation,高风险,自动化风险高
1591,hint_hud,在这里，您可以查看您当前的 🎂 年龄、🏦 存款、💸 收入、支出、🎓 教育程度和 🛠️ 工作。<br /><br /><b style='color:#fff;background:#395be5;'>技能</b>菜单将显示您的技能，而<b style='color:#fff;background:#395be5;'>学校</b>菜单可让您注册学校。,
1592,hint_job_graph,这是工作网络。工作基于其技能的相似性相互关联。<b style='color:#fff;background:#0e55ef;'>深蓝色</b>节点是您当前的工作。<br /><br /><b style='color:#fff;background:#4fc6ea;'>浅蓝色</b>节点是您可以通过<img src='/static/pointer.png' width='9px' /><span style='text-decoration:underline;'>单击</span><b style='background:#f9ca2f;'>获得的</b>工作（需要 {applicationMonths} 个月的时间才能得到答复）。被录用的机会取决于您的相关<em>技能水平</em>、<em>学历</em>和当前的<em>工作表现</em>。<br /><br /><b style='color:#fff;background:#51728c;'>深灰色</b> 是您以前的工作。您可以随时重新申请。<br /><br /><img src='/static/cursor.png' width='7px' /><span style='text-decoration:underline;'>鼠标滑过</span>一份工作，查看它的技能要求、月薪、自动化风险和您当前的技能水平。,
1593,hint_work,<b style='color:#fff;background:#ea432a;'>工作任务</b>将在这里显示。<img src='/static/pointer.png' width='9px' /><span style='text-decoration:underline;'>单击</span>任意一项完成任务并提高工作<b style='color:#fff;background:#d119e5;'>表现</b>。这会影响您获得新工作的机会。,
1594,hired,您被雇为{name}。,
1595,how_to_play,<p><b style='background:#f9ca2f;'>申请</b>新工作可<img src='/static/pointer.png' width='9px' /><span style='text-decoration:underline;'>单击</span>工作网络中的<b style='color:#fff;background:#4fc6ea;'>淡蓝色</b>节点。<img src='/static/cursor.png' width='7px' /><span style='text-decoration:underline;'>鼠标滑过</span>工作了解详情。</p><p>保持您的<b style='color:#fff;background:#d119e5;'>表现</b>可（<img src='/static/pointer.png' width='9px' /><span style='text-decoration:underline;'>单击</span>）右上角<b style='color:#fff;background:#ea432a;'>工作</b>。</p><p>您的月花费会从您的 🏦 存款中自动扣除。如果您负债过多，游戏将结束。</p><p>您可以在左下角跟踪实现退休 🏖️ 目标的进度。</p><p>如果您遇到困难或者需要一点时间，不要担心。您可以随时<b style='color:#fff;background:#395be5;'>暂停</b>游戏。</p>,
1596,how_to_play_title,如何支付,如何操作
1597,important_skills,重要的技能,
1598,improving_on_job,在这项工作上提高,
1599,improving_skill,提高技能,
1600,in_school_notice,在学校,在校
1601,inflation,由于通货膨胀，您的生活费用增加了。,
1602,interest_rate,利率,
1603,likert_0,强烈反对,
1604,likert_1,不同意,
1605,likert_2,中性,
1606,likert_3,同意,
1607,likert_4,非常同意,
1608,loan_terms,{rate}% 固定，{years} 年,
1609,loan_warning,您负担不起学费。如果您注册，您将获得一笔贷款来支付以下条款的所有费用,
1610,low,低,
1611,low_risk_automation,低风险,自动化风险低
1612,mid_risk_automation,中风险,自动化风险一般
1613,moderate,中,
1614,month_unit,mo,月份
1615,monthly_expenses,${amount}/每月的费用,
1616,news_silence_note,隐藏未来的新闻。它们仍然会在右下角显示通知。,
1617,news_title,爆炸新闻,
1618,next_level,下一级,
1619,njobs_outcome,您做过{nJobs}不同的工作。比其他玩家多{amount} {comp}。,
1620,notification_history_button,通知历史,
1621,notification_history_title,历史,通知历史
1622,past_job,过去的工作,
1623,pause_button,暂停,
1624,percent_automated,自动化的,{percent}%已自动化
1625,percent_skills_automated,{percent}% 的技能已自动化,
1626,performance,表现,
1627,performance_bad,坏的,表现不佳
1628,performance_fantastic,太棒了,表现优秀
1629,performance_good,好的,表现良好
1630,performance_mediocre,平常,表现一般
1631,performance_terrible,可怕的,表现糟糕
1632,rejected,由于您的{mainFactor}，您申请{name}一职被拒绝。,
1633,resume_button,简历,恢复
1634,retirement_early,提前退休,
1635,retirement_early_tip,有 ${amount} 存款以提前退休,
1636,retirement_progress,退休的进展,
1637,retirement_remaining,{years} 距离退休的年限,还有{years}退休
1638,retirement_savings_remaining,${amount} 需要更多才能退休,还需要${amount}才能退休
1639,robot_maintenance,机器人维护,
1640,robot_release,RoboCo 发布了{name}。它擅长{skills}。,
1641,robot_release_long,经过多年的研究和开发，RoboCo 发布了。它擅长{skills}。任何涉及此技能的工作都会受到影响。,
1642,school_button,上学,
1643,school_cost,费用，加上生活花费,学费
1644,school_postsecondary_note,高等教育学历不会带来新的工作机会，但会让您更容易找到更高级的工作。,
1645,school_remaining,在校再呆 {months} 月,还有{months} 个月毕业
1646,select_program,选择要注册的程序,
1647,select_starting_job,选择您的起步工作,
1648,select_starting_job_button,选择工作,
1649,skills_button,查看技能,
1650,skills_info,随着时间的推移，您的技能会随着工作的需要而自动提高。,
1651,start_button,开始,
1652,start_goal,您的目标在 {age} 岁退休时有一笔 {age} 的存款。,您的目标是在 {age} 岁退休时有一笔 {age} 的存款。
1653,start_intro,本游戏是对工作流动性和自动化剧增的探索。您的起步工作有很高的自动化风险。试着找一份相对安全的工作。,
1654,start_welcome,欢迎来到自动化世界！,
1655,stat_age,年龄,
1656,stat_current_job,目前的工作,
1657,stat_date,日期,
1658,stat_education,教育程度,
1659,stat_savings,积蓄,
1660,stat_wage,月工资,
1661,study_program,学习 {name},
1662,subsidy_note,您可以获得一笔教育津贴来支付您{subsidy}%的花费。,
1663,survey_age_label,年龄,
1664,survey_automation_individual_question,您认为自动化将有益于个人福祉？,您认为自动化将有益于个人福祉吗？
1665,survey_automation_society_question,您认为自动化会给社会带来经济效益吗？,
1666,survey_education_label,教育程度,
1667,survey_occupation_label,职业,
1668,survey_submit_button,提交,
1669,survey_submitted,您的答案已提交。,
1670,twitter_share,分享到 Twitter,
1671,unemployed_notice,无业,
1672,work_button,工作,
1673,years_duration,{years} 年,
1674,your_skill_level,您的技能水平,
1675,your_skills,您的技能,